usage,image_a,image_b,f_a_og,f_b_og,f_a,f_b,i_a,i_b,chosen_f_og,chosen_f,chosen_i,left_right,resptime
yes,Girl2_Juno_75.jpg,Girl2_Lark_75.jpg,Juno,Lark,Juno,Lark,75,75,Juno,Juno,75,left,5.200836
yes,Girl2_Lark_75.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,75,25,Lark,Lark,75,left,1.839031
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,75,25,Clarendon,Clarendon,75,left,1.718417
yes,Girl2_Juno_25.jpg,Girl2_Juno_75.jpg,Juno,Juno,Juno,Juno,25,75,Juno,Juno,25,left,9.186388
yes,Girl1_OG.jpg,Girl1_Lark_75.jpg,OG,Lark,Lark,Lark,0,75,OG,Lark,0,left,5.780438
yes,Girl2_OG.jpg,Girl2_Lark_75.jpg,OG,Lark,Lark,Lark,0,75,OG,Lark,0,left,1.74838
yes,Girl2_OG.jpg,Girl2_Lark_100.jpg,OG,Lark,Lark,Lark,0,100,OG,Lark,0,left,1.51923
yes,Girl1_OG.jpg,Girl1_Clarendon_25.jpg,OG,Clarendon,Clarendon,Clarendon,0,25,Clarendon,Clarendon,25,right,4.554322
yes,Girl2_OG.jpg,Girl2_Lark_50.jpg,OG,Lark,Lark,Lark,0,50,OG,Lark,0,left,3.925355
yes,Girl1_Juno_50.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,50,100,Clarendon,Clarendon,100,right,3.8197
yes,Girl2_Clarendon_50.jpg,Girl2_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,50,25,Clarendon,Clarendon,50,left,1.044025
yes,Girl2_Juno_25.jpg,Girl2_Lark_50.jpg,Juno,Lark,Juno,Lark,25,50,Juno,Juno,25,left,3.339216
yes,Girl1_Juno_25.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,25,75,Juno,Juno,25,left,1.852995
yes,Girl1_Clarendon_50.jpg,Girl1_OG.jpg,Clarendon,OG,Clarendon,Clarendon,50,0,Clarendon,Clarendon,50,left,1.643343
yes,Girl1_Lark_75.jpg,Girl1_Juno_100.jpg,Lark,Juno,Lark,Juno,75,100,Lark,Lark,75,left,3.421131
yes,Girl2_OG.jpg,Girl2_Juno_25.jpg,OG,Juno,Juno,Juno,0,25,OG,Juno,0,left,3.840765
yes,Girl2_Juno_75.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Lark,Lark,25,right,2.79167
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,100,Clarendon,Clarendon,50,left,4.695586
yes,Girl2_Lark_100.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,100,25,Juno,Juno,25,right,3.356126
yes,Girl1_Lark_50.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,50,25,Clarendon,Clarendon,25,right,5.787971
yes,Girl1_Juno_50.jpg,Girl1_Juno_25.jpg,Juno,Juno,Juno,Juno,50,25,Juno,Juno,50,left,1.910674
yes,Girl1_Clarendon_75.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,75,50,Clarendon,Clarendon,75,left,1.579877
yes,Girl1_Juno_100.jpg,Girl1_Lark_100.jpg,Juno,Lark,Juno,Lark,100,100,Juno,Juno,100,left,2.6771
yes,Girl1_OG.jpg,Girl1_Clarendon_100.jpg,OG,Clarendon,Clarendon,Clarendon,0,100,Clarendon,Clarendon,100,right,13.556658
yes,Girl1_Clarendon_25.jpg,Girl1_Clarendon_50.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,50,Clarendon,Clarendon,50,right,8.482642
yes,Girl2_Lark_25.jpg,Girl2_OG.jpg,Lark,OG,Lark,Lark,25,0,Lark,Lark,25,left,2.709034
yes,Girl2_Juno_75.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,75,100,Juno,Juno,75,left,2.995564
yes,Girl1_Lark_100.jpg,Girl1_Lark_50.jpg,Lark,Lark,Lark,Lark,100,50,Lark,Lark,50,right,2.746863
yes,Girl2_Clarendon_100.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,100,0,OG,Clarendon,0,right,3.03199
yes,Girl2_Clarendon_100.jpg,Girl2_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,100,25,Juno,Juno,25,right,2.090198
yes,Girl2_Lark_75.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Lark,Lark,75,left,2.361159
yes,Girl1_Lark_25.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Clarendon,Clarendon,25,right,6.111421
yes,Girl2_Juno_100.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,1.471021
yes,Girl1_OG.jpg,Girl1_Juno_75.jpg,OG,Juno,Juno,Juno,0,75,OG,Juno,0,left,1.152024
yes,Girl1_Clarendon_75.jpg,Girl1_Clarendon_50.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,50,Clarendon,Clarendon,50,right,3.992906
yes,Girl1_Clarendon_100.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,100,25,Clarendon,Clarendon,100,left,4.948746
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,50,50,Juno,Juno,50,left,5.566379
yes,Girl2_Lark_50.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,50,50,Lark,Lark,50,left,2.257392
yes,Girl2_Clarendon_25.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,25,100,Clarendon,Clarendon,25,left,1.374653
yes,Girl1_Clarendon_100.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,100,75,Clarendon,Clarendon,100,left,3.521379
yes,Girl1_Lark_75.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,75,25,Lark,Lark,75,left,2.875287
yes,Girl1_Lark_50.jpg,Girl1_Lark_75.jpg,Lark,Lark,Lark,Lark,50,75,Lark,Lark,75,right,3.862842
yes,Girl1_Clarendon_50.jpg,Girl1_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,2.126171
yes,Girl1_Juno_100.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,2.571549
yes,Girl1_Lark_75.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Lark,Lark,75,left,8.327032
yes,Girl2_Clarendon_25.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,25,0,Clarendon,Clarendon,25,left,0.864658
yes,Girl2_Clarendon_75.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,25,Clarendon,Clarendon,25,right,1.389202
yes,Girl2_Lark_50.jpg,Girl2_Juno_75.jpg,Lark,Juno,Lark,Juno,50,75,Lark,Lark,50,left,1.642544
yes,Girl2_Lark_25.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,25,50,Lark,Lark,25,left,1.652272
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Clarendon,Clarendon,75,right,1.692614
yes,Girl1_Clarendon_75.jpg,Girl1_OG.jpg,Clarendon,OG,Clarendon,Clarendon,75,0,Clarendon,Clarendon,75,left,3.286007
yes,Girl2_Juno_25.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,25,50,Juno,Juno,25,left,1.927002
yes,Girl2_Juno_100.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,100,25,Clarendon,Clarendon,25,right,2.23849
yes,Girl1_Clarendon_25.jpg,Girl1_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,25,100,Clarendon,Clarendon,25,left,1.807035
yes,Girl2_Lark_100.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,100,75,Lark,Lark,100,left,8.965292
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,75,50,Clarendon,Clarendon,50,right,1.073633
yes,Girl1_Clarendon_100.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,100,50,Clarendon,Clarendon,100,left,3.664708
yes,Girl1_Juno_50.jpg,Girl1_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,50,25,Clarendon,Clarendon,25,right,1.219052
yes,Girl2_Juno_100.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,100,50,Clarendon,Clarendon,50,right,3.586243
yes,Girl2_OG.jpg,Girl2_Juno_75.jpg,OG,Juno,Juno,Juno,0,75,OG,Juno,0,left,3.210833
yes,Girl2_Juno_25.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,1.333048
yes,Girl2_Clarendon_50.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,50,0,Clarendon,Clarendon,50,left,2.086491
yes,Girl2_Clarendon_100.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,25,Clarendon,Clarendon,25,right,3.198816
yes,Girl1_Juno_50.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,50,25,Lark,Lark,25,right,4.376317
yes,Girl1_Clarendon_100.jpg,Girl1_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,25,Clarendon,Clarendon,25,right,3.90455
yes,Girl1_OG.jpg,Girl1_Juno_25.jpg,OG,Juno,Juno,Juno,0,25,OG,Juno,0,left,1.993638
yes,Girl1_Lark_75.jpg,Girl1_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Lark,Lark,75,left,5.252375
yes,Girl2_Juno_100.jpg,Girl2_Lark_75.jpg,Juno,Lark,Juno,Lark,100,75,Lark,Lark,75,right,2.24379
yes,Girl2_Clarendon_75.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,75,25,Clarendon,Clarendon,75,left,1.751609
yes,Girl1_Juno_25.jpg,Girl1_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,25,25,Clarendon,Clarendon,25,right,2.823932
yes,Girl2_Juno_25.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,25,25,Juno,Juno,25,left,3.188036
yes,Girl1_Lark_50.jpg,Girl1_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,1.783144
yes,Girl1_Juno_75.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,75,75,Clarendon,Clarendon,75,right,1.660363
yes,Girl2_Clarendon_100.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,100,100,Clarendon,Clarendon,100,left,5.161595
yes,Girl1_Clarendon_75.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,75,25,Clarendon,Clarendon,75,left,2.992896
yes,Girl2_Juno_25.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,25,25,Lark,Lark,25,right,7.939124
yes,Girl1_Juno_100.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,100,75,Clarendon,Clarendon,75,right,2.811023
yes,Girl2_Lark_50.jpg,Girl2_Lark_100.jpg,Lark,Lark,Lark,Lark,50,100,Lark,Lark,50,left,1.473352
yes,Girl1_Juno_25.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,25,50,Juno,Juno,25,left,6.076714
yes,Girl2_Lark_25.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,25,50,Lark,Lark,25,left,9.688845
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,100,50,Lark,Lark,50,right,1.423896
yes,Girl1_Juno_50.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,50,50,Lark,Lark,50,right,1.524381
yes,Girl1_Lark_25.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,25,75,Clarendon,Clarendon,75,right,1.913924
yes,Girl2_Juno_50.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,50,100,Juno,Juno,50,left,1.221598
yes,Girl2_Lark_25.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Lark,Lark,25,left,4.621715
yes,Girl1_Clarendon_75.jpg,Girl1_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,100,right,3.64121
yes,Girl1_Lark_75.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,75,100,Lark,Lark,75,left,3.752103
yes,Girl1_Juno_75.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Juno,Juno,75,left,2.740651
yes,Girl1_Lark_100.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,100,25,Clarendon,Clarendon,25,right,2.733806
yes,Girl2_Lark_100.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,100,25,Lark,Lark,25,right,1.972075
yes,Girl1_Juno_100.jpg,Girl1_Juno_50.jpg,Juno,Juno,Juno,Juno,100,50,Juno,Juno,50,right,2.871522
yes,Girl2_Lark_100.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,100,50,Juno,Juno,50,right,2.279004
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,50,100,Juno,Juno,50,left,6.746975
yes,Girl1_Lark_50.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,50,25,Lark,Lark,50,left,6.654399
yes,Girl2_Juno_100.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,100,100,Lark,Lark,100,right,1.257589
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,3.030152
yes,Girl1_Juno_50.jpg,Girl1_OG.jpg,Juno,OG,Juno,Juno,50,0,Juno,Juno,50,left,2.21171
yes,Girl1_Clarendon_50.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,50,75,Clarendon,Clarendon,50,left,1.503079
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,75,100,Clarendon,Clarendon,75,left,2.541886
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,50,75,Juno,Juno,50,left,4.383048
yes,Girl1_Lark_25.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,25,25,Juno,Juno,25,right,2.956995
yes,Girl1_Juno_100.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,100,100,Clarendon,Clarendon,100,right,2.561859
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,25,Clarendon,Clarendon,50,left,3.174008
yes,Girl1_Lark_100.jpg,Girl1_OG.jpg,Lark,OG,Lark,Lark,100,0,OG,Lark,0,right,7.131919
yes,Girl1_Juno_50.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,50,75,Juno,Juno,75,right,2.032654
yes,Girl2_Clarendon_25.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,25,50,Clarendon,Clarendon,25,left,2.001848
yes,Girl1_Juno_75.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,75,50,Juno,Juno,75,left,2.954839
yes,Girl2_Lark_100.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,100,75,Clarendon,Clarendon,75,right,1.694266
yes,Girl2_Clarendon_50.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,1.590481
yes,Girl2_Juno_50.jpg,Girl2_OG.jpg,Juno,OG,Juno,Juno,50,0,Juno,Juno,50,left,1.839616
yes,Girl1_Juno_25.jpg,Girl1_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,25,50,Clarendon,Clarendon,50,right,2.746321
yes,Girl1_Lark_75.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,1.554475
yes,Girl1_Lark_50.jpg,Girl1_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Clarendon,Clarendon,50,right,2.295088
yes,Girl2_Juno_75.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,75,50,Juno,Juno,50,right,2.491082
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,100,25,Clarendon,Clarendon,100,left,5.758314
yes,Girl1_Clarendon_25.jpg,Girl1_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,75,Clarendon,Clarendon,75,right,1.923779
yes,Girl1_Lark_25.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,25,100,Lark,Lark,25,left,2.123399
yes,Girl1_Lark_75.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,25,right,1.454302
yes,Girl2_Lark_50.jpg,Girl2_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,2.101762
yes,Girl2_Clarendon_75.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,75,left,1.606655
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,75,75,Clarendon,Clarendon,75,left,1.149267
yes,Girl2_Lark_25.jpg,Girl2_Lark_50.jpg,Lark,Lark,Lark,Lark,25,50,Lark,Lark,25,left,5.037743
yes,Girl2_Lark_75.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,75,left,1.838861
yes,Girl1_Juno_100.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,100,75,Juno,Juno,75,right,4.405574
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,2.749531
yes,Girl2_Lark_50.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Clarendon,Clarendon,50,right,1.087049
yes,Girl2_OG.jpg,Girl2_Juno_100.jpg,OG,Juno,Juno,Juno,0,100,OG,Juno,0,left,1.661301
yes,Girl1_Clarendon_75.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,75,50,Lark,Lark,50,right,2.831145
yes,Girl1_Lark_100.jpg,Girl1_Clarendon_100.jpg,Lark,Clarendon,Lark,Clarendon,100,100,Clarendon,Clarendon,100,right,3.083053
yes,Girl1_Clarendon_100.jpg,Girl1_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,2.851788
yes,Girl2_OG.jpg,Girl2_Clarendon_75.jpg,OG,Clarendon,Clarendon,Clarendon,0,75,OG,Clarendon,0,left,2.808354
yes,Girl1_Clarendon_50.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,50,50,Clarendon,Clarendon,50,left,1.926834
yes,Girl2_Juno_75.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,75,100,Juno,Juno,75,left,1.807913
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,75,Clarendon,Clarendon,50,left,3.573584
yes,Girl1_Clarendon_50.jpg,Girl1_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,50,25,Clarendon,Clarendon,50,left,2.078008
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,100,100,Clarendon,Clarendon,100,left,1.300714
yes,Girl2_Lark_50.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,50,75,Lark,Lark,75,right,4.064171
yes,Girl1_Juno_25.jpg,Girl1_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,2.002662
yes,Girl1_Lark_75.jpg,Girl1_Juno_75.jpg,Lark,Juno,Lark,Juno,75,75,Lark,Lark,75,left,1.715949
