usage,image_a,image_b,f_a_og,f_b_og,f_a,f_b,i_a,i_b,chosen_f_og,chosen_f,chosen_i,left_right,resptime
yes,Girl1_Juno_100.jpg,Girl1_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,100,50,Clarendon,Clarendon,50,right,2.231904
yes,Girl2_Juno_75.jpg,Girl2_Lark_75.jpg,Juno,Lark,Juno,Lark,75,75,Juno,Juno,75,left,1.497118
yes,Girl2_Lark_75.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,75,25,Juno,Juno,25,right,1.613986
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,75,25,Juno,Juno,25,right,0.947701
yes,Girl2_Juno_25.jpg,Girl2_Juno_75.jpg,Juno,Juno,Juno,Juno,25,75,Juno,Juno,25,left,2.01723
yes,Girl1_OG.jpg,Girl1_Lark_75.jpg,OG,Lark,Lark,Lark,0,75,Lark,Lark,75,right,2.156291
yes,Girl2_OG.jpg,Girl2_Lark_75.jpg,OG,Lark,Lark,Lark,0,75,OG,Lark,0,left,1.131918
yes,Girl2_OG.jpg,Girl2_Lark_100.jpg,OG,Lark,Lark,Lark,0,100,OG,Lark,0,left,2.119882
yes,Girl1_OG.jpg,Girl1_Clarendon_25.jpg,OG,Clarendon,Clarendon,Clarendon,0,25,Clarendon,Clarendon,25,right,3.071943
yes,Girl2_OG.jpg,Girl2_Lark_50.jpg,OG,Lark,Lark,Lark,0,50,OG,Lark,0,left,2.702599
yes,Girl1_Juno_50.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,50,100,Juno,Juno,50,left,1.305606
yes,Girl2_Clarendon_50.jpg,Girl2_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,50,25,Juno,Juno,25,right,1.079943
yes,Girl2_Juno_25.jpg,Girl2_Lark_50.jpg,Juno,Lark,Juno,Lark,25,50,Juno,Juno,25,left,1.431895
yes,Girl1_Juno_25.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,25,75,Juno,Juno,25,left,2.592079
yes,Girl1_Clarendon_50.jpg,Girl1_OG.jpg,Clarendon,OG,Clarendon,Clarendon,50,0,OG,Clarendon,0,right,1.840287
yes,Girl1_Lark_75.jpg,Girl1_Juno_100.jpg,Lark,Juno,Lark,Juno,75,100,Lark,Lark,75,left,0.971698
yes,Girl2_OG.jpg,Girl2_Juno_25.jpg,OG,Juno,Juno,Juno,0,25,Juno,Juno,25,right,1.146056
yes,Girl2_Juno_75.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Juno,Juno,75,left,1.657869
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,100,Clarendon,Clarendon,50,left,1.01133
yes,Girl2_Lark_100.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,100,25,Juno,Juno,25,right,1.019939
yes,Girl1_Lark_50.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,50,25,Clarendon,Clarendon,25,right,1.704272
yes,Girl1_Juno_50.jpg,Girl1_Juno_25.jpg,Juno,Juno,Juno,Juno,50,25,Juno,Juno,25,right,1.560086
yes,Girl1_Clarendon_75.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,75,50,Juno,Juno,50,right,2.067356
yes,Girl1_Juno_100.jpg,Girl1_Lark_100.jpg,Juno,Lark,Juno,Lark,100,100,Juno,Juno,100,left,0.927883
yes,Girl1_OG.jpg,Girl1_Clarendon_100.jpg,OG,Clarendon,Clarendon,Clarendon,0,100,OG,Clarendon,0,left,1.328037
yes,Girl1_Clarendon_25.jpg,Girl1_Clarendon_50.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,50,Clarendon,Clarendon,50,right,1.157777
yes,Girl2_Lark_25.jpg,Girl2_OG.jpg,Lark,OG,Lark,Lark,25,0,Lark,Lark,25,left,1.159392
yes,Girl2_Juno_75.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,75,100,Juno,Juno,75,left,3.678303
yes,Girl1_Lark_100.jpg,Girl1_Lark_50.jpg,Lark,Lark,Lark,Lark,100,50,Lark,Lark,50,right,7.559848
yes,Girl2_Clarendon_100.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,100,0,OG,Clarendon,0,right,1.126291
yes,Girl2_Clarendon_100.jpg,Girl2_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,100,25,Juno,Juno,25,right,1.342724
yes,Girl2_Lark_75.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Juno,Juno,50,right,3.312139
yes,Girl1_Lark_25.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Lark,Lark,25,left,22.986379
yes,Girl2_Juno_100.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,1.515561
yes,Girl1_OG.jpg,Girl1_Juno_75.jpg,OG,Juno,Juno,Juno,0,75,OG,Juno,0,left,1.146964
yes,Girl1_Clarendon_75.jpg,Girl1_Clarendon_50.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,50,Clarendon,Clarendon,50,right,1.235443
yes,Girl1_Clarendon_100.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,100,25,Juno,Juno,25,right,1.249036
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,50,50,Juno,Juno,50,left,0.817593
yes,Girl2_Lark_50.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,50,50,Juno,Juno,50,right,0.633459
yes,Girl2_Clarendon_25.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,25,100,Clarendon,Clarendon,25,left,0.760241
yes,Girl1_Clarendon_100.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,100,75,Juno,Juno,75,right,0.770969
yes,Girl1_Lark_75.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,75,25,Juno,Juno,25,right,1.244046
yes,Girl1_Lark_50.jpg,Girl1_Lark_75.jpg,Lark,Lark,Lark,Lark,50,75,Lark,Lark,50,left,0.680509
yes,Girl1_Clarendon_50.jpg,Girl1_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,1.169239
yes,Girl1_Juno_100.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,1.079413
yes,Girl1_Lark_75.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Lark,Lark,75,left,0.899564
yes,Girl2_Clarendon_25.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,25,0,OG,Clarendon,0,right,1.126206
yes,Girl2_Clarendon_75.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,25,Clarendon,Clarendon,25,right,1.079393
yes,Girl2_Lark_50.jpg,Girl2_Juno_75.jpg,Lark,Juno,Lark,Juno,50,75,Lark,Lark,50,left,2.193851
yes,Girl2_Lark_25.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,25,50,Lark,Lark,25,left,4.150351
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Lark,Lark,75,left,1.14788
yes,Girl1_Clarendon_75.jpg,Girl1_OG.jpg,Clarendon,OG,Clarendon,Clarendon,75,0,Clarendon,Clarendon,75,left,1.053562
yes,Girl2_Juno_25.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,25,50,Juno,Juno,25,left,1.549862
yes,Girl2_Juno_100.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,100,25,Clarendon,Clarendon,25,right,1.476648
yes,Girl1_Clarendon_25.jpg,Girl1_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,25,100,Clarendon,Clarendon,25,left,1.970032
yes,Girl2_Lark_100.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,100,75,Lark,Lark,75,right,0.884216
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,75,50,Lark,Lark,75,left,1.494067
yes,Girl1_Clarendon_100.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,100,50,Lark,Lark,50,right,0.870451
yes,Girl1_Juno_50.jpg,Girl1_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,50,25,Juno,Juno,50,left,12.751633
yes,Girl2_Juno_100.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,100,50,Juno,Juno,100,left,1.370781
yes,Girl2_OG.jpg,Girl2_Juno_75.jpg,OG,Juno,Juno,Juno,0,75,OG,Juno,0,left,1.172327
yes,Girl2_Juno_25.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,1.465446
yes,Girl2_Clarendon_50.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,50,0,OG,Clarendon,0,right,1.451464
yes,Girl2_Clarendon_100.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,25,Clarendon,Clarendon,25,right,1.042153
yes,Girl1_Juno_50.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,50,25,Juno,Juno,50,left,1.172679
yes,Girl1_Clarendon_100.jpg,Girl1_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,25,Clarendon,Clarendon,25,right,2.012357
yes,Girl1_OG.jpg,Girl1_Juno_25.jpg,OG,Juno,Juno,Juno,0,25,Juno,Juno,25,right,2.920943
yes,Girl1_Lark_75.jpg,Girl1_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Juno,Juno,50,right,0.880147
yes,Girl2_Juno_100.jpg,Girl2_Lark_75.jpg,Juno,Lark,Juno,Lark,100,75,Lark,Lark,75,right,1.152483
yes,Girl2_Clarendon_75.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,75,25,Lark,Lark,25,right,1.643826
yes,Girl1_Juno_25.jpg,Girl1_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,25,25,Clarendon,Clarendon,25,right,3.747234
yes,Girl2_Juno_25.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,25,25,Juno,Juno,25,left,0.94461
yes,Girl1_Lark_50.jpg,Girl1_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,1.453934
yes,Girl1_Juno_75.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,75,75,Juno,Juno,75,left,0.858078
yes,Girl2_Clarendon_100.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,100,100,Juno,Juno,100,right,1.412035
yes,Girl1_Clarendon_75.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,75,25,Juno,Juno,25,right,2.031997
yes,Girl2_Juno_25.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,25,25,Juno,Juno,25,left,0.801179
yes,Girl1_Juno_100.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,100,75,Juno,Juno,100,left,1.675839
yes,Girl2_Lark_50.jpg,Girl2_Lark_100.jpg,Lark,Lark,Lark,Lark,50,100,Lark,Lark,50,left,2.199674
yes,Girl1_Juno_25.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,25,50,Lark,Lark,50,right,1.951075
yes,Girl2_Lark_25.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,25,50,Lark,Lark,25,left,1.08719
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,100,50,Lark,Lark,50,right,0.721376
yes,Girl1_Juno_50.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,50,50,Juno,Juno,50,left,1.062435
yes,Girl1_Lark_25.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,25,75,Lark,Lark,25,left,1.619835
yes,Girl2_Juno_50.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,50,100,Juno,Juno,50,left,1.77375
yes,Girl2_Lark_25.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Lark,Lark,25,left,9.337745
yes,Girl1_Clarendon_75.jpg,Girl1_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,75,left,3.138682
yes,Girl1_Lark_75.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,75,100,Lark,Lark,75,left,1.487985
yes,Girl1_Juno_75.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Lark,Lark,25,right,1.510291
yes,Girl1_Lark_100.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,100,25,Clarendon,Clarendon,25,right,0.975084
yes,Girl2_Lark_100.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,100,25,Lark,Lark,25,right,0.959429
yes,Girl1_Juno_100.jpg,Girl1_Juno_50.jpg,Juno,Juno,Juno,Juno,100,50,Juno,Juno,50,right,0.980855
yes,Girl2_Lark_100.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,100,50,Juno,Juno,50,right,0.818626
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,50,100,Juno,Juno,50,left,0.644442
yes,Girl1_Lark_50.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,50,25,Lark,Lark,25,right,0.809937
yes,Girl2_Juno_100.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,100,100,Juno,Juno,100,left,0.655376
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,1.018312
yes,Girl1_Juno_50.jpg,Girl1_OG.jpg,Juno,OG,Juno,Juno,50,0,OG,Juno,0,right,1.298163
yes,Girl1_Clarendon_50.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,50,75,Clarendon,Clarendon,50,left,0.887609
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,75,100,Clarendon,Clarendon,75,left,1.326299
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,50,75,Juno,Juno,50,left,1.089987
yes,Girl1_Lark_25.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,25,25,Lark,Lark,25,left,1.040423
yes,Girl1_Juno_100.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,100,100,Juno,Juno,100,left,1.314392
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,25,Clarendon,Clarendon,25,right,1.073522
yes,Girl1_Lark_100.jpg,Girl1_OG.jpg,Lark,OG,Lark,Lark,100,0,OG,Lark,0,right,0.815169
yes,Girl1_Juno_50.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,50,75,Juno,Juno,50,left,0.817078
yes,Girl2_Clarendon_25.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,25,50,Clarendon,Clarendon,25,left,1.304153
yes,Girl1_Juno_75.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,75,50,Juno,Juno,75,left,1.354328
yes,Girl2_Lark_100.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,100,75,Lark,Lark,100,left,3.37853
yes,Girl2_Clarendon_50.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,1.979598
yes,Girl2_Juno_50.jpg,Girl2_OG.jpg,Juno,OG,Juno,Juno,50,0,OG,Juno,0,right,1.88237
yes,Girl1_Juno_25.jpg,Girl1_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,25,50,Juno,Juno,25,left,2.516155
yes,Girl1_Lark_75.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,1.839034
yes,Girl1_Lark_50.jpg,Girl1_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,1.38196
yes,Girl2_Juno_75.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,75,50,Juno,Juno,50,right,2.957587
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,100,25,Lark,Lark,25,right,0.833991
yes,Girl1_Clarendon_25.jpg,Girl1_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,75,Clarendon,Clarendon,75,right,0.849612
yes,Girl1_Lark_25.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,25,100,Lark,Lark,25,left,0.762115
yes,Girl1_Lark_75.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,25,right,0.658719
yes,Girl2_Lark_50.jpg,Girl2_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,0.842949
yes,Girl2_Clarendon_75.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,75,left,1.325832
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,75,75,Juno,Juno,75,right,1.12272
yes,Girl2_Lark_25.jpg,Girl2_Lark_50.jpg,Lark,Lark,Lark,Lark,25,50,Lark,Lark,25,left,1.173198
yes,Girl2_Lark_75.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,25,right,1.463652
yes,Girl1_Juno_100.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,100,75,Juno,Juno,75,right,0.916651
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Lark,Lark,75,left,0.733668
yes,Girl2_Lark_50.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,1.403788
yes,Girl2_OG.jpg,Girl2_Juno_100.jpg,OG,Juno,Juno,Juno,0,100,OG,Juno,0,left,1.055951
yes,Girl1_Clarendon_75.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,75,50,Lark,Lark,50,right,1.586254
yes,Girl1_Lark_100.jpg,Girl1_Clarendon_100.jpg,Lark,Clarendon,Lark,Clarendon,100,100,Lark,Lark,100,left,0.889055
yes,Girl1_Clarendon_100.jpg,Girl1_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,0.799227
yes,Girl2_OG.jpg,Girl2_Clarendon_75.jpg,OG,Clarendon,Clarendon,Clarendon,0,75,OG,Clarendon,0,left,2.228688
yes,Girl1_Clarendon_50.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,50,50,Clarendon,Clarendon,50,left,2.280122
yes,Girl2_Juno_75.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,75,100,Juno,Juno,75,left,1.979538
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,75,Clarendon,Clarendon,50,left,2.238718
yes,Girl1_Clarendon_50.jpg,Girl1_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,50,25,Clarendon,Clarendon,50,left,0.975296
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,100,100,Lark,Lark,100,right,1.462503
yes,Girl2_Lark_50.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,50,75,Lark,Lark,50,left,1.757242
yes,Girl1_Juno_25.jpg,Girl1_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,3.135041
yes,Girl1_Lark_75.jpg,Girl1_Juno_75.jpg,Lark,Juno,Lark,Juno,75,75,Lark,Lark,75,left,0.773468
