usage,image_a,image_b,f_a_og,f_b_og,f_a,f_b,i_a,i_b,chosen_f_og,chosen_f,chosen_i,left_right,resptime
no,Girl1_Lark_25.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,25,75,Lark,Lark,25,left,1.68145
no,Girl2_Juno_50.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,50,100,Juno,Juno,50,left,1.340226
no,Girl2_Lark_25.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Lark,Lark,25,left,1.001996
no,Girl1_Clarendon_75.jpg,Girl1_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,75,left,1.163947
no,Girl1_Lark_75.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,75,100,Lark,Lark,100,right,2.690926
no,Girl1_Juno_75.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Lark,Lark,25,right,1.472032
no,Girl1_Lark_100.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,100,25,Clarendon,Clarendon,25,right,1.240564
no,Girl2_Lark_100.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,100,25,Lark,Lark,100,left,1.04569
no,Girl1_Juno_100.jpg,Girl1_Juno_50.jpg,Juno,Juno,Juno,Juno,100,50,Juno,Juno,50,right,1.768131
no,Girl2_Lark_100.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,100,50,Juno,Juno,50,right,1.276192
no,Girl2_Juno_50.jpg,Girl2_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,50,100,Juno,Juno,50,left,0.896569
no,Girl1_Lark_50.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,50,25,Lark,Lark,25,right,2.196096
no,Girl2_Juno_100.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,100,100,Juno,Juno,100,left,1.673087
no,Girl2_Clarendon_100.jpg,Girl2_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,1.205762
no,Girl1_Juno_50.jpg,Girl1_OG.jpg,Juno,OG,Juno,Juno,50,0,OG,Juno,0,right,1.436195
no,Girl1_Clarendon_50.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,50,75,Clarendon,Clarendon,50,left,4.112552
no,Girl2_Clarendon_75.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,75,100,Clarendon,Clarendon,75,left,5.978461
no,Girl2_Juno_50.jpg,Girl2_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,50,75,Juno,Juno,50,left,1.080555
no,Girl1_Lark_25.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,25,25,Lark,Lark,25,left,3.388846
no,Girl1_Juno_100.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,100,100,Clarendon,Clarendon,100,right,1.810262
no,Girl2_Clarendon_50.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,25,Clarendon,Clarendon,25,right,1.636867
no,Girl1_Lark_100.jpg,Girl1_OG.jpg,Lark,OG,Lark,Lark,100,0,OG,Lark,0,right,1.930088
no,Girl1_Juno_50.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,50,75,Juno,Juno,50,left,1.226842
no,Girl2_Clarendon_25.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,25,50,Clarendon,Clarendon,25,left,3.264783
no,Girl1_Juno_75.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,75,50,Lark,Lark,50,right,0.891962
no,Girl2_Lark_100.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,100,75,Lark,Lark,100,left,0.805475
no,Girl2_Clarendon_50.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,1.464826
no,Girl2_Juno_50.jpg,Girl2_OG.jpg,Juno,OG,Juno,Juno,50,0,OG,Juno,0,right,1.175787
no,Girl1_Juno_25.jpg,Girl1_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,25,50,Clarendon,Clarendon,50,right,1.111047
no,Girl1_Lark_75.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,3.394406
no,Girl1_Lark_50.jpg,Girl1_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,1.668009
no,Girl2_Juno_75.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,75,50,Juno,Juno,50,right,1.833822
no,Girl2_Clarendon_100.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,100,25,Lark,Lark,25,right,1.38653
no,Girl1_Clarendon_25.jpg,Girl1_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,75,Clarendon,Clarendon,25,left,1.184662
no,Girl1_Lark_25.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,25,100,Lark,Lark,25,left,1.571883
no,Girl1_Lark_75.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,25,right,0.819349
no,Girl2_Lark_50.jpg,Girl2_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,1.092499
no,Girl2_Clarendon_75.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,75,left,1.44431
no,Girl2_Clarendon_75.jpg,Girl2_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,75,75,Juno,Juno,75,right,0.759274
no,Girl2_Lark_25.jpg,Girl2_Lark_50.jpg,Lark,Lark,Lark,Lark,25,50,Lark,Lark,50,right,0.813933
no,Girl2_Lark_75.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,25,right,1.271348
no,Girl1_Juno_100.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,100,75,Juno,Juno,75,right,3.696428
no,Girl2_Lark_75.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,1.317757
no,Girl2_Lark_50.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,1.319369
no,Girl2_OG.jpg,Girl2_Juno_100.jpg,OG,Juno,Juno,Juno,0,100,OG,Juno,0,left,1.083859
no,Girl1_Clarendon_75.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,75,50,Lark,Lark,50,right,1.187076
no,Girl1_Lark_100.jpg,Girl1_Clarendon_100.jpg,Lark,Clarendon,Lark,Clarendon,100,100,Clarendon,Clarendon,100,right,1.24252
no,Girl1_Clarendon_100.jpg,Girl1_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Clarendon,Clarendon,100,left,1.673849
no,Girl2_OG.jpg,Girl2_Clarendon_75.jpg,OG,Clarendon,Clarendon,Clarendon,0,75,OG,Clarendon,0,left,0.904872
no,Girl1_Clarendon_50.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,50,50,Clarendon,Clarendon,50,left,2.816689
no,Girl2_Juno_75.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,75,100,Juno,Juno,75,left,0.742888
no,Girl2_Clarendon_50.jpg,Girl2_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,75,Clarendon,Clarendon,50,left,1.138594
no,Girl1_Clarendon_50.jpg,Girl1_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,50,25,Lark,Lark,25,right,1.266212
no,Girl2_Clarendon_100.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,100,100,Lark,Lark,100,right,4.043297
no,Girl2_Lark_50.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,50,75,Lark,Lark,50,left,1.629622
no,Girl1_Juno_25.jpg,Girl1_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,1.44166
no,Girl1_Lark_75.jpg,Girl1_Juno_75.jpg,Lark,Juno,Lark,Juno,75,75,Juno,Juno,75,right,1.714321
