usage,image_a,image_b,f_a_og,f_b_og,f_a,f_b,i_a,i_b,chosen_f_og,chosen_f,chosen_i,left_right,resptime
yes,Girl2_Juno_75.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Lark,Lark,25,right,3.590116
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,100,Clarendon,Clarendon,50,left,1.04002
yes,Girl2_Lark_100.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,100,25,Juno,Juno,25,right,1.142463
yes,Girl1_Lark_50.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,50,25,Clarendon,Clarendon,25,right,1.363241
yes,Girl1_Juno_50.jpg,Girl1_Juno_25.jpg,Juno,Juno,Juno,Juno,50,25,Juno,Juno,50,left,1.873406
yes,Girl1_Clarendon_75.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,75,50,Juno,Juno,50,right,2.192292
yes,Girl1_Juno_100.jpg,Girl1_Lark_100.jpg,Juno,Lark,Juno,Lark,100,100,Juno,Juno,100,left,1.803521
yes,Girl1_OG.jpg,Girl1_Clarendon_100.jpg,OG,Clarendon,Clarendon,Clarendon,0,100,OG,Clarendon,0,left,1.533743
yes,Girl1_Clarendon_25.jpg,Girl1_Clarendon_50.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,50,Clarendon,Clarendon,25,left,3.109895
yes,Girl2_Lark_25.jpg,Girl2_OG.jpg,Lark,OG,Lark,Lark,25,0,OG,Lark,0,right,4.584997
yes,Girl2_Juno_75.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,75,100,Juno,Juno,75,left,0.865899
yes,Girl1_Lark_100.jpg,Girl1_Lark_50.jpg,Lark,Lark,Lark,Lark,100,50,Lark,Lark,50,right,1.046101
yes,Girl2_Clarendon_100.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,100,0,OG,Clarendon,0,right,1.007123
yes,Girl2_Clarendon_100.jpg,Girl2_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,100,25,Juno,Juno,25,right,1.436837
yes,Girl2_Lark_75.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Juno,Juno,50,right,1.572306
yes,Girl1_Lark_25.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Clarendon,Clarendon,25,right,1.650577
yes,Girl2_Juno_100.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,1.124233
yes,Girl1_OG.jpg,Girl1_Juno_75.jpg,OG,Juno,Juno,Juno,0,75,OG,Juno,0,left,1.590826
yes,Girl1_Clarendon_75.jpg,Girl1_Clarendon_50.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,50,Clarendon,Clarendon,50,right,1.151042
yes,Girl1_Clarendon_100.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,100,25,Juno,Juno,25,right,1.2366
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,50,50,Juno,Juno,50,left,1.625747
yes,Girl2_Lark_50.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,50,50,Lark,Lark,50,left,2.091864
yes,Girl2_Clarendon_25.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,25,100,Clarendon,Clarendon,25,left,0.934257
yes,Girl1_Clarendon_100.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,100,75,Juno,Juno,75,right,1.85877
yes,Girl1_Lark_75.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,75,25,Juno,Juno,25,right,1.696682
yes,Girl1_Lark_50.jpg,Girl1_Lark_75.jpg,Lark,Lark,Lark,Lark,50,75,Lark,Lark,50,left,1.114517
yes,Girl1_Clarendon_50.jpg,Girl1_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,1.047055
yes,Girl1_Juno_100.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,0.983497
yes,Girl1_Lark_75.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Lark,Lark,75,left,1.465704
yes,Girl2_Clarendon_25.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,25,0,Clarendon,Clarendon,25,left,1.981459
yes,Girl2_Clarendon_75.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,25,Clarendon,Clarendon,25,right,0.814583
yes,Girl2_Lark_50.jpg,Girl2_Juno_75.jpg,Lark,Juno,Lark,Juno,50,75,Juno,Juno,75,right,2.750269
yes,Girl2_Lark_25.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,25,50,Juno,Juno,50,right,1.607393
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Lark,Lark,75,left,3.378038
yes,Girl1_Clarendon_75.jpg,Girl1_OG.jpg,Clarendon,OG,Clarendon,Clarendon,75,0,OG,Clarendon,0,right,1.376495
yes,Girl2_Juno_25.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,25,50,Juno,Juno,25,left,1.268576
yes,Girl2_Juno_100.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,100,25,Clarendon,Clarendon,25,right,1.014241
yes,Girl1_Clarendon_25.jpg,Girl1_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,25,100,Clarendon,Clarendon,25,left,1.480934
yes,Girl2_Lark_100.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,100,75,Lark,Lark,75,right,1.198434
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,75,50,Clarendon,Clarendon,50,right,4.728667
yes,Girl1_Clarendon_100.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,100,50,Lark,Lark,50,right,1.341561
yes,Girl1_Juno_50.jpg,Girl1_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,50,25,Juno,Juno,50,left,3.316146
yes,Girl2_Juno_100.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,100,50,Clarendon,Clarendon,50,right,1.594362
yes,Girl2_OG.jpg,Girl2_Juno_75.jpg,OG,Juno,Juno,Juno,0,75,OG,Juno,0,left,4.663367
yes,Girl2_Juno_25.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,0.98077
yes,Girl2_Clarendon_50.jpg,Girl2_OG.jpg,Clarendon,OG,Clarendon,Clarendon,50,0,OG,Clarendon,0,right,1.018998
yes,Girl2_Clarendon_100.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,25,Clarendon,Clarendon,25,right,0.844307
yes,Girl1_Juno_50.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,50,25,Lark,Lark,25,right,1.429142
yes,Girl1_Clarendon_100.jpg,Girl1_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,25,Clarendon,Clarendon,25,right,1.092803
yes,Girl1_OG.jpg,Girl1_Juno_25.jpg,OG,Juno,Juno,Juno,0,25,OG,Juno,0,left,1.610697
yes,Girl1_Lark_75.jpg,Girl1_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Juno,Juno,50,right,0.937545
yes,Girl2_Juno_100.jpg,Girl2_Lark_75.jpg,Juno,Lark,Juno,Lark,100,75,Lark,Lark,75,right,1.380863
yes,Girl2_Clarendon_75.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,75,25,Lark,Lark,25,right,1.801326
yes,Girl1_Juno_25.jpg,Girl1_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,25,25,Clarendon,Clarendon,25,right,2.139621
yes,Girl2_Juno_25.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,25,25,Clarendon,Clarendon,25,right,2.657661
yes,Girl1_Lark_50.jpg,Girl1_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,1.999061
yes,Girl1_Juno_75.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,75,75,Juno,Juno,75,left,1.045056
yes,Girl2_Clarendon_100.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,100,100,Juno,Juno,100,right,0.842517
yes,Girl1_Clarendon_75.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,75,25,Juno,Juno,25,right,1.042754
yes,Girl2_Juno_25.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,25,25,Juno,Juno,25,left,1.315891
yes,Girl1_Juno_100.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,100,75,Juno,Juno,100,left,2.115382
yes,Girl2_Lark_50.jpg,Girl2_Lark_100.jpg,Lark,Lark,Lark,Lark,50,100,Lark,Lark,50,left,1.488202
yes,Girl1_Juno_25.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,25,50,Juno,Juno,25,left,1.866204
yes,Girl2_Lark_25.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,25,50,Lark,Lark,25,left,1.311751
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,100,50,Lark,Lark,50,right,0.669673
yes,Girl1_Juno_50.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,50,50,Juno,Juno,50,left,2.031299
yes,Girl1_Lark_25.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,25,75,Lark,Lark,25,left,1.021446
yes,Girl2_Juno_50.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,50,100,Juno,Juno,50,left,1.25632
yes,Girl2_Lark_25.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Clarendon,Clarendon,25,right,2.238061
yes,Girl1_Clarendon_75.jpg,Girl1_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,75,left,1.412186
yes,Girl1_Lark_75.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,75,100,Lark,Lark,75,left,1.395566
yes,Girl1_Juno_75.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Lark,Lark,25,right,2.430912
yes,Girl1_Lark_100.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,100,25,Clarendon,Clarendon,25,right,1.189976
yes,Girl2_Lark_100.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,100,25,Lark,Lark,25,right,1.251369
yes,Girl1_Juno_100.jpg,Girl1_Juno_50.jpg,Juno,Juno,Juno,Juno,100,50,Juno,Juno,50,right,4.932328
yes,Girl2_Lark_100.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,100,50,Juno,Juno,50,right,1.191099
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,50,100,Juno,Juno,50,left,0.770827
yes,Girl1_Lark_50.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,50,25,Lark,Lark,25,right,1.426291
yes,Girl2_Juno_100.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,100,100,Lark,Lark,100,right,1.363504
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,1.012627
yes,Girl1_Juno_50.jpg,Girl1_OG.jpg,Juno,OG,Juno,Juno,50,0,OG,Juno,0,right,2.439969
yes,Girl1_Clarendon_50.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,50,75,Juno,Juno,75,right,2.5558
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,75,100,Juno,Juno,100,right,1.999671
yes,Girl2_Juno_50.jpg,Girl2_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,50,75,Juno,Juno,50,left,0.934613
yes,Girl1_Lark_25.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,25,25,Juno,Juno,25,right,4.257021
yes,Girl1_Juno_100.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,100,100,Juno,Juno,100,left,0.724746
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,25,Clarendon,Clarendon,25,right,1.936548
yes,Girl1_Lark_100.jpg,Girl1_OG.jpg,Lark,OG,Lark,Lark,100,0,OG,Lark,0,right,1.127052
yes,Girl1_Juno_50.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,50,75,Juno,Juno,50,left,1.062575
yes,Girl2_Clarendon_25.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,25,50,Clarendon,Clarendon,25,left,1.858598
yes,Girl1_Juno_75.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,75,50,Juno,Juno,75,left,3.049112
yes,Girl2_Lark_100.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,100,75,Lark,Lark,100,left,1.574295
yes,Girl2_Clarendon_50.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,1.300492
yes,Girl2_Juno_50.jpg,Girl2_OG.jpg,Juno,OG,Juno,Juno,50,0,Juno,Juno,50,left,2.149347
yes,Girl1_Juno_25.jpg,Girl1_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,25,50,Juno,Juno,25,left,18.655575
yes,Girl1_Lark_75.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,1.148312
yes,Girl1_Lark_50.jpg,Girl1_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,1.413761
yes,Girl2_Juno_75.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,75,50,Juno,Juno,50,right,3.84041
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,100,25,Lark,Lark,25,right,1.055181
yes,Girl1_Clarendon_25.jpg,Girl1_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,75,Clarendon,Clarendon,25,left,0.936091
yes,Girl1_Lark_25.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,25,100,Lark,Lark,25,left,1.4733
yes,Girl1_Lark_75.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,25,right,1.080275
yes,Girl2_Lark_50.jpg,Girl2_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,1.233445
yes,Girl2_Clarendon_75.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,100,Clarendon,Clarendon,75,left,1.452654
yes,Girl2_Clarendon_75.jpg,Girl2_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,75,75,Clarendon,Clarendon,75,left,1.02774
yes,Girl2_Lark_25.jpg,Girl2_Lark_50.jpg,Lark,Lark,Lark,Lark,25,50,Lark,Lark,25,left,0.832477
yes,Girl2_Lark_75.jpg,Girl2_Lark_25.jpg,Lark,Lark,Lark,Lark,75,25,Lark,Lark,25,right,1.159912
yes,Girl1_Juno_100.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,100,75,Juno,Juno,75,right,3.035708
yes,Girl2_Lark_75.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,1.145141
yes,Girl2_Lark_50.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,1.551192
yes,Girl2_OG.jpg,Girl2_Juno_100.jpg,OG,Juno,Juno,Juno,0,100,OG,Juno,0,left,1.162456
yes,Girl1_Clarendon_75.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,75,50,Lark,Lark,50,right,1.821734
yes,Girl1_Lark_100.jpg,Girl1_Clarendon_100.jpg,Lark,Clarendon,Lark,Clarendon,100,100,Lark,Lark,100,left,1.186085
yes,Girl1_Clarendon_100.jpg,Girl1_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,1.133933
yes,Girl2_OG.jpg,Girl2_Clarendon_75.jpg,OG,Clarendon,Clarendon,Clarendon,0,75,OG,Clarendon,0,left,1.171971
yes,Girl1_Clarendon_50.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,50,50,Clarendon,Clarendon,50,left,2.497041
yes,Girl2_Juno_75.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,75,100,Juno,Juno,75,left,1.396517
yes,Girl2_Clarendon_50.jpg,Girl2_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,75,Clarendon,Clarendon,50,left,1.010862
yes,Girl1_Clarendon_50.jpg,Girl1_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,50,25,Lark,Lark,25,right,2.282281
yes,Girl2_Clarendon_100.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,100,100,Lark,Lark,100,right,1.486782
yes,Girl2_Lark_50.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,50,75,Lark,Lark,50,left,13.22807
yes,Girl1_Juno_25.jpg,Girl1_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,1.396646
yes,Girl1_Lark_75.jpg,Girl1_Juno_75.jpg,Lark,Juno,Lark,Juno,75,75,Juno,Juno,75,right,2.163454
