usage,image_a,image_b,f_a_og,f_b_og,f_a,f_b,i_a,i_b,chosen_f_og,chosen_f,chosen_i,left_right,resptime
no,Girl1_Lark_100.jpg,Girl1_Juno_100.jpg,Lark,Juno,Lark,Juno,100,100,Lark,Lark,100,left,3.88406
no,Girl1_Lark_100.jpg,Girl1_OG.jpg,Lark,OG,Lark,Lark,100,0,OG,Lark,0,right,4.422753
no,Girl2_Lark_75.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,75,25,Clarendon,Clarendon,25,right,5.399814
no,Girl1_Lark_75.jpg,Girl1_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Lark,Lark,75,left,3.805251
no,Girl1_Lark_50.jpg,Girl1_OG.jpg,Lark,OG,Lark,Lark,50,0,OG,Lark,0,right,4.45833
no,Girl1_OG.jpg,Girl1_Lark_75.jpg,OG,Lark,Lark,Lark,0,75,OG,Lark,0,left,3.077514
no,Girl2_OG.jpg,Girl2_Lark_100.jpg,OG,Lark,Lark,Lark,0,100,OG,Lark,0,left,2.358077
no,Girl1_Clarendon_100.jpg,Girl1_OG.jpg,Clarendon,OG,Clarendon,Clarendon,100,0,OG,Clarendon,0,right,3.386083
no,Girl1_Lark_75.jpg,Girl1_Juno_75.jpg,Lark,Juno,Lark,Juno,75,75,Lark,Lark,75,left,8.930193
no,Girl1_Juno_100.jpg,Girl1_Juno_25.jpg,Juno,Juno,Juno,Juno,100,25,Juno,Juno,25,right,1.934331
no,Girl2_Clarendon_50.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,100,Clarendon,Clarendon,50,left,1.3745
no,Girl1_Clarendon_100.jpg,Girl1_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,100,100,Clarendon,Clarendon,100,left,2.641452
no,Girl1_OG.jpg,Girl1_Clarendon_25.jpg,OG,Clarendon,Clarendon,Clarendon,0,25,Clarendon,Clarendon,25,right,2.35956
no,Girl2_Clarendon_100.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,100,25,Lark,Lark,25,right,1.595407
no,Girl1_Juno_100.jpg,Girl1_Lark_50.jpg,Juno,Lark,Juno,Lark,100,50,Lark,Lark,50,right,2.073879
no,Girl2_Clarendon_50.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,50,100,Juno,Juno,100,right,1.747503
no,Girl2_Clarendon_25.jpg,Girl2_Clarendon_100.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,100,Clarendon,Clarendon,100,right,13.291177
no,Girl2_Juno_100.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,100,25,Juno,Juno,100,left,2.730703
no,Girl1_Juno_75.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Lark,Lark,25,right,2.902182
no,Girl2_Lark_100.jpg,Girl2_Lark_50.jpg,Lark,Lark,Lark,Lark,100,50,Lark,Lark,50,right,1.279434
no,Girl1_Juno_75.jpg,Girl1_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,75,50,Clarendon,Clarendon,50,right,1.759278
no,Girl2_Juno_25.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,25,25,Juno,Juno,25,left,10.368179
no,Girl2_Lark_25.jpg,Girl2_Lark_75.jpg,Lark,Lark,Lark,Lark,25,75,Lark,Lark,25,left,13.868671
no,Girl1_Clarendon_50.jpg,Girl1_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,2.471663
no,Girl2_Lark_25.jpg,Girl2_Lark_100.jpg,Lark,Lark,Lark,Lark,25,100,Lark,Lark,25,left,1.995548
no,Girl1_Clarendon_100.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,100,25,Clarendon,Clarendon,100,left,3.413624
no,Girl2_Lark_100.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,100,75,Clarendon,Clarendon,75,right,12.938943
no,Girl1_Clarendon_50.jpg,Girl1_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,50,100,Clarendon,Clarendon,50,left,1.696496
no,Girl1_Clarendon_75.jpg,Girl1_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,75,50,Clarendon,Clarendon,75,left,2.046729
no,Girl2_Juno_50.jpg,Girl2_OG.jpg,Juno,OG,Juno,Juno,50,0,Juno,Juno,50,left,5.139011
no,Girl1_Clarendon_25.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,25,50,Clarendon,Clarendon,25,left,1.636921
no,Girl1_Lark_100.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,100,25,Clarendon,Clarendon,25,right,1.185254
no,Girl1_Juno_100.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,1.425509
no,Girl2_Clarendon_100.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,100,50,Clarendon,Clarendon,100,left,2.338671
no,Girl2_Lark_75.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,75,50,Clarendon,Clarendon,50,right,1.790873
no,Girl1_Juno_50.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,50,75,Juno,Juno,50,left,4.455202
no,Girl2_OG.jpg,Girl2_Juno_100.jpg,OG,Juno,Juno,Juno,0,100,OG,Juno,0,left,5.96145
no,Girl1_Clarendon_100.jpg,Girl1_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,100,50,Clarendon,Clarendon,100,left,1.734982
no,Girl2_Juno_25.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,25,100,Juno,Juno,25,left,2.371789
no,Girl1_Lark_75.jpg,Girl1_Lark_50.jpg,Lark,Lark,Lark,Lark,75,50,Lark,Lark,50,right,2.348139
no,Girl2_OG.jpg,Girl2_Lark_75.jpg,OG,Lark,Lark,Lark,0,75,OG,Lark,0,left,1.953781
no,Girl1_Lark_75.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,75,25,Juno,Juno,25,right,1.432364
no,Girl2_Juno_50.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,50,25,Lark,Lark,25,right,3.560193
no,Girl1_Juno_50.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,50,75,Clarendon,Clarendon,75,right,2.74016
no,Girl2_Juno_75.jpg,Girl2_Lark_100.jpg,Juno,Lark,Juno,Lark,75,100,Juno,Juno,75,left,1.417366
no,Girl1_Lark_75.jpg,Girl1_Juno_100.jpg,Lark,Juno,Lark,Juno,75,100,Lark,Lark,75,left,3.696706
no,Girl1_OG.jpg,Girl1_Clarendon_50.jpg,OG,Clarendon,Clarendon,Clarendon,0,50,Clarendon,Clarendon,50,right,7.89939
no,Girl1_Juno_100.jpg,Girl1_Juno_75.jpg,Juno,Juno,Juno,Juno,100,75,Juno,Juno,75,right,8.859851
no,Girl2_Clarendon_100.jpg,Girl2_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Clarendon,Clarendon,100,left,5.821435
no,Girl2_Juno_50.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,50,50,Clarendon,Clarendon,50,right,2.389185
no,Girl1_Lark_100.jpg,Girl1_Lark_50.jpg,Lark,Lark,Lark,Lark,100,50,Lark,Lark,50,right,2.599195
no,Girl1_Clarendon_50.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,50,25,Clarendon,Clarendon,50,left,2.585115
no,Girl2_Juno_100.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,100,50,Juno,Juno,100,left,2.141292
no,Girl2_Clarendon_50.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,50,100,Clarendon,Clarendon,50,left,2.522729
no,Girl1_Clarendon_50.jpg,Girl1_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,75,Clarendon,Clarendon,50,left,2.693557
no,Girl2_Clarendon_75.jpg,Girl2_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,75,50,Clarendon,Clarendon,75,left,3.056558
no,Girl1_Juno_50.jpg,Girl1_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,50,50,Clarendon,Clarendon,50,right,1.514661
no,Girl1_Juno_25.jpg,Girl1_Lark_100.jpg,Juno,Lark,Juno,Lark,25,100,Juno,Juno,25,left,3.382783
no,Girl1_Juno_50.jpg,Girl1_Juno_100.jpg,Juno,Juno,Juno,Juno,50,100,Juno,Juno,50,left,1.100858
no,Girl1_Lark_25.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,25,25,Lark,Lark,25,left,2.029742
no,Girl2_Lark_50.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,50,75,Clarendon,Clarendon,75,right,1.765972
no,Girl1_Lark_50.jpg,Girl1_Juno_75.jpg,Lark,Juno,Lark,Juno,50,75,Lark,Lark,50,left,1.633746
no,Girl2_Clarendon_75.jpg,Girl2_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,75,25,Clarendon,Clarendon,75,left,1.420491
no,Girl2_Lark_25.jpg,Girl2_Lark_50.jpg,Lark,Lark,Lark,Lark,25,50,Lark,Lark,50,right,1.364684
no,Girl1_Lark_25.jpg,Girl1_Lark_100.jpg,Lark,Lark,Lark,Lark,25,100,Lark,Lark,25,left,1.541275
no,Girl2_Clarendon_75.jpg,Girl2_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,75,75,Clarendon,Clarendon,75,left,5.011647
no,Girl1_Lark_25.jpg,Girl1_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Lark,Lark,25,left,1.3047
no,Girl2_Clarendon_100.jpg,Girl2_Juno_50.jpg,Clarendon,Juno,Clarendon,Juno,100,50,Clarendon,Clarendon,100,left,4.885757
no,Girl1_Lark_50.jpg,Girl1_Juno_25.jpg,Lark,Juno,Lark,Juno,50,25,Lark,Lark,50,left,2.67758
no,Girl1_OG.jpg,Girl1_Juno_50.jpg,OG,Juno,Juno,Juno,0,50,OG,Juno,0,left,1.867991
no,Girl2_Clarendon_25.jpg,Girl2_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,25,75,Clarendon,Clarendon,75,right,1.838369
no,Girl1_Juno_25.jpg,Girl1_Juno_50.jpg,Juno,Juno,Juno,Juno,25,50,Juno,Juno,25,left,1.236806
no,Girl2_Lark_50.jpg,Girl2_OG.jpg,Lark,OG,Lark,Lark,50,0,Lark,Lark,50,left,3.170599
no,Girl1_Lark_75.jpg,Girl1_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,75,50,Clarendon,Clarendon,50,right,1.818135
no,Girl1_Clarendon_75.jpg,Girl1_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,75,25,Clarendon,Clarendon,75,left,2.391529
no,Girl2_Lark_25.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,25,50,Clarendon,Clarendon,50,right,2.964207
no,Girl1_Clarendon_25.jpg,Girl1_Juno_25.jpg,Clarendon,Juno,Clarendon,Juno,25,25,Clarendon,Clarendon,25,left,3.914435
no,Girl1_Clarendon_100.jpg,Girl1_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,75,Clarendon,Clarendon,75,right,6.726965
no,Girl1_Lark_50.jpg,Girl1_Juno_50.jpg,Lark,Juno,Lark,Juno,50,50,Lark,Lark,50,left,2.454898
no,Girl1_Clarendon_100.jpg,Girl1_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,25,Clarendon,Clarendon,100,left,3.036651
no,Girl1_Clarendon_75.jpg,Girl1_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,75,100,Clarendon,Clarendon,75,left,2.156183
no,Girl2_Juno_50.jpg,Girl2_Lark_50.jpg,Juno,Lark,Juno,Lark,50,50,Juno,Juno,50,left,3.896359
no,Girl2_Clarendon_75.jpg,Girl2_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,75,100,Clarendon,Clarendon,75,left,15.211428
no,Girl2_Lark_75.jpg,Girl2_Lark_50.jpg,Lark,Lark,Lark,Lark,75,50,Lark,Lark,50,right,2.977292
no,Girl2_Clarendon_100.jpg,Girl2_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,100,75,Clarendon,Clarendon,100,left,4.190271
no,Girl2_Lark_50.jpg,Girl2_Juno_100.jpg,Lark,Juno,Lark,Juno,50,100,Lark,Lark,50,left,2.187692
no,Girl2_Juno_25.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,25,50,Clarendon,Clarendon,50,right,1.431049
no,Girl1_OG.jpg,Girl1_Juno_75.jpg,OG,Juno,Juno,Juno,0,75,OG,Juno,0,left,1.094451
no,Girl2_Juno_25.jpg,Girl2_Juno_75.jpg,Juno,Juno,Juno,Juno,25,75,Juno,Juno,25,left,1.854882
no,Girl1_OG.jpg,Girl1_Clarendon_75.jpg,OG,Clarendon,Clarendon,Clarendon,0,75,OG,Clarendon,0,left,3.167171
no,Girl1_Lark_100.jpg,Girl1_Juno_75.jpg,Lark,Juno,Lark,Juno,100,75,Juno,Juno,75,right,1.093755
no,Girl2_Juno_100.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,100,25,Lark,Lark,25,right,3.32142
no,Girl2_Clarendon_50.jpg,Girl2_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,25,Clarendon,Clarendon,25,right,2.560941
no,Girl2_Clarendon_100.jpg,Girl2_Lark_100.jpg,Clarendon,Lark,Clarendon,Lark,100,100,Clarendon,Clarendon,100,left,1.908494
no,Girl2_Juno_50.jpg,Girl2_Juno_25.jpg,Juno,Juno,Juno,Juno,50,25,Juno,Juno,50,left,1.6097
no,Girl1_Clarendon_75.jpg,Girl1_Lark_25.jpg,Clarendon,Lark,Clarendon,Lark,75,25,Lark,Lark,25,right,1.149252
no,Girl2_OG.jpg,Girl2_Clarendon_25.jpg,OG,Clarendon,Clarendon,Clarendon,0,25,OG,Clarendon,0,left,2.500628
no,Girl2_Lark_100.jpg,Girl2_Juno_100.jpg,Lark,Juno,Lark,Juno,100,100,Juno,Juno,100,right,0.857711
no,Girl2_Lark_25.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,25,25,Lark,Lark,25,left,4.666451
no,Girl1_Juno_75.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,75,100,Clarendon,Clarendon,100,right,0.922117
no,Girl2_OG.jpg,Girl2_Clarendon_100.jpg,OG,Clarendon,Clarendon,Clarendon,0,100,OG,Clarendon,0,left,1.705086
no,Girl1_Juno_100.jpg,Girl1_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,100,100,Clarendon,Clarendon,100,right,1.341042
no,Girl2_Juno_50.jpg,Girl2_Clarendon_25.jpg,Juno,Clarendon,Juno,Clarendon,50,25,Clarendon,Clarendon,25,right,2.555217
no,Girl2_Lark_75.jpg,Girl2_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Clarendon,Clarendon,75,right,2.732925
no,Girl2_Lark_75.jpg,Girl2_Juno_50.jpg,Lark,Juno,Lark,Juno,75,50,Juno,Juno,50,right,6.430943
no,Girl1_Juno_100.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,100,75,Clarendon,Clarendon,75,right,1.300243
no,Girl1_Clarendon_50.jpg,Girl1_Clarendon_25.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,25,Clarendon,Clarendon,50,left,3.128132
no,Girl2_Lark_75.jpg,Girl2_Juno_100.jpg,Lark,Juno,Lark,Juno,75,100,Juno,Juno,100,right,1.652648
no,Girl1_Lark_50.jpg,Girl1_Lark_25.jpg,Lark,Lark,Lark,Lark,50,25,Lark,Lark,50,left,2.44369
no,Girl2_Juno_25.jpg,Girl2_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,25,100,Clarendon,Clarendon,100,right,2.533579
no,Girl1_Juno_25.jpg,Girl1_OG.jpg,Juno,OG,Juno,Juno,25,0,Juno,Juno,25,left,3.626182
no,Girl2_Juno_75.jpg,Girl2_Lark_75.jpg,Juno,Lark,Juno,Lark,75,75,Lark,Lark,75,right,1.821937
no,Girl1_Clarendon_100.jpg,Girl1_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,100,75,Lark,Lark,75,right,1.655209
no,Girl2_OG.jpg,Girl2_Clarendon_75.jpg,OG,Clarendon,Clarendon,Clarendon,0,75,OG,Clarendon,0,left,3.911102
no,Girl1_Lark_50.jpg,Girl1_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,1.548339
no,Girl1_Juno_25.jpg,Girl1_Clarendon_75.jpg,Juno,Clarendon,Juno,Clarendon,25,75,Juno,Juno,25,left,1.656145
no,Girl2_Lark_50.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,50,25,Juno,Juno,25,right,1.391106
no,Girl2_Juno_25.jpg,Girl2_Juno_100.jpg,Juno,Juno,Juno,Juno,25,100,Juno,Juno,25,left,1.683196
no,Girl2_Juno_100.jpg,Girl2_Juno_75.jpg,Juno,Juno,Juno,Juno,100,75,Juno,Juno,75,right,1.937296
no,Girl1_Clarendon_25.jpg,Girl1_Juno_100.jpg,Clarendon,Juno,Clarendon,Juno,25,100,Clarendon,Clarendon,25,left,1.73012
no,Girl2_Lark_75.jpg,Girl2_Juno_25.jpg,Lark,Juno,Lark,Juno,75,25,Juno,Juno,25,right,1.556666
no,Girl2_Lark_50.jpg,Girl2_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,50,50,Lark,Lark,50,left,2.359777
no,Girl2_Clarendon_25.jpg,Girl2_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,25,75,Clarendon,Clarendon,25,left,1.859605
no,Girl2_Lark_50.jpg,Girl2_Juno_75.jpg,Lark,Juno,Lark,Juno,50,75,Lark,Lark,50,left,1.012038
no,Girl2_Juno_100.jpg,Girl2_Clarendon_100.jpg,Juno,Clarendon,Juno,Clarendon,100,100,Juno,Juno,100,left,2.887184
no,Girl2_Juno_75.jpg,Girl2_Lark_25.jpg,Juno,Lark,Juno,Lark,75,25,Juno,Juno,75,left,3.445058
no,Girl2_Clarendon_25.jpg,Girl2_Lark_50.jpg,Clarendon,Lark,Clarendon,Lark,25,50,Lark,Lark,50,right,2.545497
no,Girl2_Juno_75.jpg,Girl2_Juno_50.jpg,Juno,Juno,Juno,Juno,75,50,Juno,Juno,50,right,3.181847
no,Girl2_Juno_75.jpg,Girl2_Clarendon_50.jpg,Juno,Clarendon,Juno,Clarendon,75,50,Clarendon,Clarendon,50,right,3.162781
no,Girl2_Lark_25.jpg,Girl2_OG.jpg,Lark,OG,Lark,Lark,25,0,OG,Lark,0,right,1.486546
no,Girl1_Lark_25.jpg,Girl1_OG.jpg,Lark,OG,Lark,Lark,25,0,Lark,Lark,25,left,1.645355
no,Girl1_Lark_25.jpg,Girl1_Clarendon_100.jpg,Lark,Clarendon,Lark,Clarendon,25,100,Lark,Lark,25,left,1.232798
no,Girl1_Clarendon_25.jpg,Girl1_Juno_75.jpg,Clarendon,Juno,Clarendon,Juno,25,75,Clarendon,Clarendon,25,left,1.266666
no,Girl2_Juno_25.jpg,Girl2_OG.jpg,Juno,OG,Juno,Juno,25,0,OG,Juno,0,right,1.437723
no,Girl1_Juno_50.jpg,Girl1_Lark_25.jpg,Juno,Lark,Juno,Lark,50,25,Lark,Lark,25,right,1.467009
no,Girl1_Clarendon_100.jpg,Girl1_Clarendon_50.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,50,Clarendon,Clarendon,50,right,1.096795
no,Girl1_Lark_75.jpg,Girl1_Clarendon_75.jpg,Lark,Clarendon,Lark,Clarendon,75,75,Clarendon,Clarendon,75,right,2.088336
no,Girl2_Clarendon_50.jpg,Girl2_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,50,75,Clarendon,Clarendon,50,left,4.130861
no,Girl1_Lark_25.jpg,Girl1_Clarendon_50.jpg,Lark,Clarendon,Lark,Clarendon,25,50,Clarendon,Clarendon,50,right,2.461416
no,Girl1_Clarendon_25.jpg,Girl1_Lark_75.jpg,Clarendon,Lark,Clarendon,Lark,25,75,Clarendon,Clarendon,25,left,1.546834
no,Girl2_Lark_25.jpg,Girl2_Clarendon_25.jpg,Lark,Clarendon,Lark,Clarendon,25,25,Lark,Lark,25,left,1.69419
no,Girl2_Clarendon_100.jpg,Girl2_Clarendon_75.jpg,Clarendon,Clarendon,Clarendon,Clarendon,100,75,Clarendon,Clarendon,75,right,0.883123
no,Girl2_Juno_75.jpg,Girl2_OG.jpg,Juno,OG,Juno,Juno,75,0,OG,Juno,0,right,2.112019
